"codigo_hs","product_name_en","nombre_producto_es","seccion_atlas","seccion_2_digitos","indice_de_complejidad_de_producto_icp","ranking_de_complejidad_producto","tendencia_mercado","potencial_exportador","fob_santiago_del_estero","vcr_santiago_del_estero","compatibilidad_con_santiago_del_estero","valor_estrategico_para_santiago_del_estero","indice_recuperacion_de_posiciones_santiago_del_estero","indice_oportunidades_cercanas_santiago_del_estero","indice_objetivos_factibles_santiago_del_estero","indice_apuestas_ambiciosas_santiago_del_estero","top_20_criterios_santiago_del_estero","empleo","empresas","tasa_fem"
"430220","Tanned furskin pieces","Cabezas, colas, patas y trozos, desechos y recortes, sin ensamblar.","Agricultura"," VIII Pieles, cueros, peletería. Sillería y arnés. Artículos de viaje. Artículos de tripa animal","-0.99032","3806","Decreció / Decreció","-163588.95082","9991.00571","12.38897","2.31288","-1.31157","0","","","","","s.d.","s.d.","0.33945"
"130219","Vegetable saps & extracts","Los demas jugos y extractos vegetales.","Agricultura"," II Productos vegetales","-0.88070","3674","Creció mucho / Creció mucho","13717045.94262","9648.35964","0.06814","1.10712","-0.16190","0","0.65453","0.36479","0.03910","","s.d.","s.d.","0.11790"
"120890","Oil seed or fruit flour or meal","Las demas harinas de semillas o de frutos oleaginosos, excepto la de m","Agricultura"," II Productos vegetales","-0.74999","3494","Decreció / Decreció","423200.80874","8929.51744","0.91188","1.66063","-0.01550","0","1.08434","0.71239","0.30371","Trayectoria productiva","218","8","0.15062"
"880320","Aircraft under-carriages","Trenes de aterrizaje y sus partes, de los aparatos pdas. 88.01 u 88.02","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","0.83252","1054","Creció mucho / Creció mucho","50404969.25410","8606.06006","0.02166","-0.32448","-0.03312","0","-0.15050","-0.04895","0.09589","","0","0","0.15363"
"310100","Animal or vegetable fertilizers, > 10kg","Abonos de origen animal o vegetal, incluso mezclados entre si o tratad","Químicos"," VI Productos químicos y aliados","-0.73392","3476","Decreció / Decreció","2210120.66120","8061.63721","0.20279","0.87674","-0.19810","0","0.50071","0.25895","-0.00960","","0","0","0.04194"
"970500","Collections & collectors pieces","Colecciones y especimenes para colecciones de zoologia, botanica, mine","Textiles"," XXI Obras de arte, piezas de coleccionista y antigüedades","-1.10652","3945","Creció / Creció","7309960.04918","7943.33333","0.11315","1.13579","-0.77982","0","0.52843","0.12898","-0.28681","","s.d.","s.d.","0.22069"
"120923","Seed, fescue","Semillas de festucas","Agricultura"," II Productos vegetales","0.52690","1580","Creció / Creció","305000.79781","7689.47640","0.80709","2.47152","-0.77526","0","1.62770","1.04345","0.52431","Trayectoria productiva","1667","326","0.11081"
"70190","Potatoes","Las demas papas frescas o refrigeradas","Agricultura"," II Productos vegetales","-1.13315","3967","Creció mucho / Creció mucho","14749799.37978","7415.42643","0.04228","1.56121","-0.21437","0","0.93666","0.53560","0.08861","","1667","326","0.11081"
"70990","Vegetables, nes","Las demas hortalizas frescas o refrigerdas","Agricultura"," II Productos vegetales","-1.64338","4391","Creció mucho / Creció","21348487.03279","7204.90643","0.03251","1.39814","-0.60230","0","0.69390","0.24176","-0.26244","","50","18","0.19753"
"230120","Flour, meal of fish, for animal feed","Harina, polvo y pellets, de pescado o de crustaceos, moluscos o de otr","Agricultura"," IV Alimentos preparados, bebidas y tabaco","-1.55809","4339","Creció / Decreció","9612671.48361","6829.71159","0.03236","2.22829","-1.40741","0","1.12251","0.38783","-0.35437","","s.d.","s.d.","0.32462"
"200899","Fruit, otherwise preserved","Las demas frutas preparadas o en conserva, al natural o en almibar .","Agricultura"," IV Alimentos preparados, bebidas y tabaco","-1.42514","4239","Creció mucho / Creció mucho","33176997.79781","6608.71098","0.02347","1.33327","-0.72166","0","0.64644","0.20028","-0.28105","","98","6","0.26995"
"251749","Granules of granite, sandstone","Los demas granulos, tasquiles y polvo de piedras de pdas. 25.15 o 25.1","Minerales"," V Productos minerales","-1.05427","3886","Creció / Creció","2369681.96721","6516.63656","0.22459","-0.12328","-0.93090","1","-0.37790","-0.54559","-0.71945","Recuperación de posiciones","0","0","0.08673"
"252020","Plasters","Yesos calcinados","Minerales"," V Productos minerales","-1.14402","3978","Se mantuvo / Decreció","1969650.18852","6289.61238","0.23795","0.86073","-0.43076","0","0.40196","0.10800","-0.22163","","s.d.","s.d.","0.08626"
"230330","Brewing/distilling dregs","Heces y desperdicios de ceverceria y desteleria.","Agricultura"," IV Alimentos preparados, bebidas y tabaco","0.18613","2165","Decreció mucho / Decreció mucho","5517951.74044","5673.99674","0.04116","2.34275","-1.19394","0","1.41975","0.78141","0.21208","","s.d.","s.d.","0.16378"
"151710","Margarine, not liquid","Margarinas, con exclusion de la margarina liquida.","Agricultura"," III Grasas y aceites animales o vegetales y sus derivados","-1.05119","3882","Decreció / Decreció","3088475.08197","5514.88436","0.08043","1.58151","-0.61561","0","0.87882","0.41761","-0.06537","","218","8","0.15062"
"440130","Sawdust","Aserrin, desperdicios y desechos, de madera, incluso aglomerada en bol","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","0.23140","2071","Creció mucho / Creció mucho","27117932.10109","5237.12083","0.02375","0.61643","0.53950","0","0.56254","0.53175","0.48555","","41","11","0.04618"
"850780","Electric accumulators, nes","Los demas acumuladores electricos.","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.15593","590","Creció mucho / Creció mucho","179859462.52459","5120.91489","0.00358","-1.42053","0.34599","0","-0.80958","-0.41578","0.01852","","s.d.","s.d.","0.10415"
"250900","Chalk","Creta.","Minerales"," V Productos minerales","-0.29313","2904","Decreció / Decreció","38929.15301","5036.80290","0.70157","0.88863","0.21640","1","0.63601","0.47609","0.29069","Recuperación de posiciones, Trayectoria productiva","0","0","0.08673"
"440399","Logs, non-coniferous, nes","Las demas madereas, en bruto, incluso descortezada.","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","-1.57083","4347","Decreció mucho / Decreció mucho","22771158.95628","5016.01526","0.02784","2.26881","-1.36378","0","1.15833","0.42146","-0.32577","","s.d.","s.d.","0.11790"
"20610","Bovine offal","Despojos comestibles de animales de la especie bovina, frescos o refri","Agricultura"," I Animales vivos; productos animales","-0.23061","2817","Creció / Creció","5279473.59563","4857.88391","0.10905","1.55602","-0.14927","0","1.03630","0.69118","0.34198","","527","14","0.09596"
"71120","Preserved olives","Aceitunas conservadas provisionalmente, pero todavia impropias para la","Agricultura"," II Productos vegetales","-1.13732","3970","Creció / Creció","-4228121.07377","4791.11833","0.80119","1.11459","-1.07347","0","0.45179","0.01099","-0.43301","Trayectoria productiva","98","6","0.26995"
"852520","Transmit-receive apparatus for radio, TV","Emisores receptores","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.55388","1534","Creció mucho / Creció mucho","2375749865.11202","4778.49580","0.00024","-0.95564","0.07107","0","-0.59934","-0.36986","-0.11624","","s.d.","s.d.","0.28559"
"152190","Beeswax","Las demas ceras vegetales","Agricultura"," III Grasas y aceites animales o vegetales y sus derivados","-1.72595","4435","Decreció / Decreció","-2834375.77596","4557.79884","0.57756","3.33389","-0.86884","0","1.98736","1.10396","0.17770","Trayectoria productiva","40","10","0.09681"
"71220","Onions, dried","Cebollas, incluso en trozos o rodajas, sin otra preparacion, secas.","Agricultura"," II Productos vegetales","-0.96150","3772","Decreció / Decreció","2288787.63388","4311.19009","0.22021","1.15061","-0.42792","1","0.62369","0.28131","-0.08775","Recuperación de posiciones","98","6","0.26995"
"848180","Taps, cocks, valves, appliances, nes","Los demas articulos de griferia y organos similares.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.20766","535","Creció mucho / Decreció mucho","263517063.02186","3916.69180","0.00151","-0.48649","2.11639","0","0.20350","0.67864","1.10834","Apuestas ambiciosas","s.d.","s.d.","0.11700"
"842542","Hydraulic jacks/hoists, not garages","Los demas gatos hidraulicos.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.61019","1436","Creció / Creció","10565954.48087","3492.92383","0.03666","-0.69473","0.12550","0","-0.40019","-0.21191","0.00060","","s.d.","s.d.","0.11901"
"848071","Moulds, injection/compression, rubber/plastic","Moldes para caucho o plastico, para moldeo por inyeccion o por compres","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.44766","274","Creció mucho / Creció","75262214.39617","3185.73537","0.00525","-1.39887","1.48562","0","-0.53732","0.03768","0.61078","","s.d.","s.d.","0.11542"
"71290","Vegetables, nes, dried","Las demas legumbres y hortalizas;mezclas de hortalizas y/o legumbres","Agricultura"," II Productos vegetales","-0.96550","3779","Creció / Creció","7323658.06831","3040.74479","0.03573","0.87722","0.19308","0","0.55612","0.36137","0.10868","","98","6","0.26995"
"820600","Hand tool sets, retail","Herramientas de dos o mas de las partidas 82.02 a 82.05, acondicionada","Metales"," XV Metales comunes y sus manufacturas","-0.18819","2753","Creció / Creció","5899262.25956","2900.58603","0.05408","-0.08619","-0.34389","0","-0.14793","-0.19169","-0.22765","","s.d.","s.d.","0.11706"
"252910","Feldspar","Feldespato.","Minerales"," V Productos minerales","-0.60716","3330","Creció / Creció","2244656.68579","2874.52527","0.12222","0.34890","-0.38038","0","0.10744","-0.04976","-0.21829","","180","6","0.10212"
"870530","Fire fighting vehicles","Camiones de bomberos.","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","1.02183","775","Decreció mucho / Decreció","9002750.39071","2828.35352","0.03906","-0.26320","1.15735","0","0.14941","0.42675","0.69731","","s.d.","s.d.","0.09613"
"120921","Seed, lucerne (alfalfa)","Semilla de alfalfa","Agricultura"," II Productos vegetales","-0.46723","3144","Decreció / Decreció","1695231.04372","2826.14868","0.19868","1.44553","-0.17735","0","0.92968","0.59061","0.23704","","1667","326","0.11081"
"840710","Aircraft engines, spark-ignition","Motores de embolo alternativo o rotativo, encendido chispa, para la av","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","-0.33794","2963","Creció mucho / Creció mucho","34714241.07377","2751.11198","0.01038","0.42075","-0.07939","0","0.24486","0.13190","0.00602","","0","0","0.15363"
"860900","Cargo containers, for carriage","Contenedores (incluidos los contenedores-cisterna y los contenedores-d","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","0.01728","2427","Creció mucho / Creció mucho","52728018.59290","2645.00667","0.00604","-0.57753","-0.88293","0","-0.57913","-0.59520","-0.56626","","s.d.","s.d.","0.06980"
"121020","Hop cones, ground, & lupulin","Conos de lupulo quebrantados, molidos o en pellets, frescos o secos","Agricultura"," II Productos vegetales","0.30081","1944","Creció mucho / Creció","4183622.42623","2607.55949","0.08762","0.47448","-0.41005","0","0.28021","0.13885","0.03303","","1667","326","0.11081"
"251820","Dolomite, calcined","Dolomita calcinada o sinterizada.","Minerales"," V Productos minerales","-0.43172","3110","Se mantuvo / Decreció","270806.41530","2494.60596","0.42139","0.84388","-0.38527","1","0.47049","0.22234","-0.02814","Recuperación de posiciones, Trayectoria productiva","s.d.","s.d.","0.08626"
"293290","Heterocyclic compound, oxygen hetero-atom(s)","Compuesto heterocíclico, oxígeno heteroatom (s)","Químicos"," VI Productos químicos y aliados","1.35055","359","Creció mucho / Creció mucho","23977177.52732","2409.48603","0.01160","-0.97652","0.39221","0","-0.47007","-0.14840","0.22118","","s.d.","s.d.","0.14976"
"230310","Residues of starch residues","Residuos de la industria del almidon y residuos similares","Agricultura"," IV Alimentos preparados, bebidas y tabaco","0.16356","2210","Decreció mucho / Decreció mucho","3458591.41803","2334.28874","0.02803","0.88085","0.67086","0","0.76712","0.69976","0.60703","","0","0","0.13127"
"150590","Wool grease derivatives, lanolin","Las demas sustancias grasas derivadas, incluida la lanolina.","Agricultura"," III Grasas y aceites animales o vegetales y sus derivados","-0.16132","2707","Decreció / Decreció","-980489.96995","2302.08789","0.24385","1.64828","-0.16675","0","1.10432","0.74158","0.37912","","527","14","0.09596"
"300490","Medicaments, doses, nes","Los demas medicamentos preparados","Químicos"," VI Productos químicos y aliados","0.67160","1328","Creció mucho / Creció mucho","1435377117.02732","2249.54584","0.00017","-0.00975","1.25683","0","0.31170","0.53575","0.73055","","14","11","0.34344"
"880330","Aircraft parts nes","Las demas partes de aviones o de helicopteros","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","0.51177","1610","Creció mucho / Creció mucho","462545874.77596","2217.33115","0.00059","-0.30701","1.43199","0","0.12267","0.42446","0.68024","","0","0","0.15363"
"392321","Bags of ethylene polymers","Sacos, bolsas y cucuruchos de polimeros de etileno","Químicos"," VII Plásticos, caucho, y sus manufacturas","-0.66303","3402","Creció mucho / Decreció","43306539.92350","2137.14617","0.00375","0.48087","0.20491","0","0.31129","0.21270","0.07071","","60","8","0.12832"
"330499","Make-up, nes","Las demas preparaciones de maquillaje","Químicos"," VI Productos químicos y aliados","0.38472","1806","Creció mucho / Creció mucho","187364094.09290","2088.83768","0.00107","0.00257","0.64081","0","0.16844","0.28328","0.38532","","s.d.","s.d.","0.34836"
"292421","Ureines, salts","Ureinas y sus derivados; sales de estos productos","Químicos"," VI Productos químicos y aliados","1.08685","674","Se mantuvo / Decreció","1608507.52186","2021.40316","0.16996","-0.94990","1.02551","0","-0.35114","0.04701","0.44822","","s.d.","s.d.","0.14976"
"842199","Filter machine, parts","Depuradores de liquidos, partes y piezas","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.11796","639","Creció mucho / Creció mucho","66056508.28415","1851.89386","0.00261","-0.58923","1.46113","0","-0.00844","0.38447","0.76023","","s.d.","s.d.","0.18814"
"392690","Plastic articles, nes","Las demas manufacturas, de plastico.","Químicos"," VII Plásticos, caucho, y sus manufacturas","0.70229","1275","Creció mucho / Creció mucho","348728789.05738","1845.17621","0.00059","-0.48099","1.56504","0","0.04655","0.41261","0.73554","","60","8","0.12832"
"250610","Quartz","Cuarzo","Minerales"," V Productos minerales","-1.07229","3909","Creció / Creció","2654804.31967","1815.52418","0.08480","0.56543","0.19047","0","0.32667","0.18854","-0.01273","","180","6","0.10212"
"70200","Tomatoes","Tomates frecos o refrigerados","Agricultura"," II Productos vegetales","-1.59848","4369","Creció / Decreció mucho","60777992.09016","1781.37907","0.00387","1.29735","-0.92077","0","0.56414","0.08663","-0.42476","","50","18","0.19753"
"843041","Boring/sinking machinery, self-propelled","Maquinas de sondeo o perforacion autopropulsadas","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","-0.55212","3259","Decreció mucho / Decreció mucho","17626072.23770","1763.27547","0.01234","0.28482","0.51885","0","0.24793","0.24119","0.18090","","s.d.","s.d.","0.08398"
"843359","Harvesting machinery, nes","Las demas maquinas y aparatos para la recoleccion.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.40898","1762","Creció / Creció","381463.16940","1759.25700","0.02264","1.43013","0.58551","0","1.15909","0.98134","0.79477","","s.d.","s.d.","0.08734"
"253010","Vermiculite, perlite, chlorites, unexpanded","Vermiculita, perlita y cloritas, sin dilatar.","Minerales"," V Productos minerales","-1.10742","3946","Creció / Se mantuvo","1107697.64208","1736.50212","0.15295","1.51913","-0.97460","1","0.75773","0.25234","-0.25969","Recuperación de posiciones","180","6","0.10212"
"120999","Seed, fruits and spores, nes","Las demas semillas, frutos y espora","Agricultura"," II Productos vegetales","-1.22531","4055","Decreció / Decreció","330534.77322","1731.03109","0.08277","2.59274","-0.65614","0","1.56116","0.88293","0.17623","","50","18","0.19753"
"852110","Video record/reprod apparatus, magnetic tape","Aparatos de grabacion y/o reproducion de imagen y sonido, de cinta mag","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.66518","1339","Decreció mucho / Decreció mucho","172669858.37432","1724.37351","0.00106","-0.93915","0.34724","0","-0.52144","-0.24827","0.04080","","s.d.","s.d.","0.30702"
"841181","Gas turbine egine, nes <5000 kW","Las demas turbinas de gas, de potencia inferior o igual a 5.000 kw.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.00342","804","Creció mucho / Creció","15704556.87978","1666.35059","0.01311","0.11100","0.26992","0","0.23203","0.30049","0.40562","","0","0","0.12799"
"253090","Minerals, nes","Las demas materias minerales, no expresadas ni comprendidas en otras p","Minerales"," V Productos minerales","-1.44526","4254","Creció mucho / Creció mucho","9789212.87432","1656.03499","0.01554","1.57430","-1.38223","0","0.68104","0.08658","-0.51103","","s.d.","s.d.","0.10349"
