Código HS 1992,Product Name EN,Nombre Producto ES,Sección Atlas,Sección 2 dígitos,Índice de complejidad de producto (ICP),Ranking de complejidad producto,Tendencia mercado 2014-2019 (nominal / share),Potencial exportador,FOB Jujuy,VCR Jujuy,Compatibilidad con Jujuy,Valor estratégico para Jujuy,Indice Recuperacion de posiciones - Jujuy,Indice Oportunidades cercanas - Jujuy,Indice Objetivos factibles - Jujuy,Indice Apuestas ambiciosas - Jujuy,Top 20 criterios Jujuy,Empleo 2021,Empresas 2020,Tasa fem
550921,"Yarn >85% polyester fibres, single",Hilados sencillos con un contenido de fibras discontinuas de poliester,Textiles, XI Textiles y artículos textiles,-1.24616588711315,4077,Decreció / Decreció,6179856.75409836,0.0,0.0,-0.699500378078344,-0.833297504399591,0,-0.780926354246073,-0.828329198646001,-0.896375462181606,,s.d.,s.d.,0.117478035780074
550922,"Yarn >85% polyester fibres, multiple",Hilados retorcidos o cableados con un contenido de fibras discontinuas,Textiles, XI Textiles y artículos textiles,-0.867801192381038,3658,Creció / Creció,4452586.63114754,0.0,0.0,-0.617903303949171,-0.133107792843545,0,-0.545933990571233,-0.485709558326982,-0.462219796059606,,s.d.,s.d.,0.117478035780074
550931,"Yarn >85% acrylic fibres, single",Hilados sencillos con un contenido de fibras discontinuas acrilicas o,Textiles, XI Textiles y artículos textiles,-0.8187817665109,3587,Decreció / Decreció,1320477.55737705,0.0,0.0,0.68473667375099,0.410845851297706,0,0.479606665234144,0.363347119853057,0.18560619358154,,s.d.,s.d.,0.117478035780074
550932,"Yarn >85% acrylic fibres, multiple",Hilados retorcidos o cableados con un contenido de fibras discontinuas,Textiles, XI Textiles y artículos textiles,-1.03181731437196,3854,Decreció / Decreció,4943711.60928962,0.0,0.0,0.914087630552908,0.085709820558993,0,0.553821574061638,0.332269655316308,0.0548413798244292,,s.d.,s.d.,0.117478035780074
550941,"Yarn >85% other synth fibres, single",Los demas hilados sencillos con un contenido de fibras sinteticas disc,Textiles, XI Textiles y artículos textiles,0.176942755567982,2183,Decreció / Decreció,534236.385245902,0.0,0.0,-0.711030332198711,1.00122385321779,0,-0.279782186338741,0.0214545958620697,0.281477323180389,,s.d.,s.d.,0.117478035780074
550942,"Yarn >85% other synth fibre, multiple",Los demas hilados retorcidos o cableados con un contenido de fibras si,Textiles, XI Textiles y artículos textiles,0.642031521804625,1379,Creció / Se mantuvo,331768.81147541,0.0,0.0,-0.751542929268154,1.39796634573675,0,-0.182283629159895,0.20982148464448,0.564129857252248,,s.d.,s.d.,0.117478035780074
550951,Yarn of polyester & artif fibres,"Los demas hilados de fibras discontinuas de poliester, mezclados exclu",Textiles, XI Textiles y artículos textiles,-0.91275999165346,3714,Decreció / Decreció,3427102.06284153,0.0,0.0,-0.410889531578117,-0.334174565821205,0,-0.445733584434269,-0.459319862574499,-0.501835412006342,,s.d.,s.d.,0.117478035780074
550952,Yarn of polyester & wool/hair,"Los demas hilados de fibras discontinuas de poliester, mezclados exclu",Textiles, XI Textiles y artículos textiles,0.0970548512904892,2305,Decreció / Decreció,338907.879781421,0.0,0.0,-0.115644143991867,0.990874868913472,0,0.126929558117436,0.303542359817355,0.435464160636125,,s.d.,s.d.,0.117478035780074
550953,Yarn of polyester & cotton,"Los demas hilados de fibras discontinuas de poliester, mezclados exclu",Textiles, XI Textiles y artículos textiles,-1.46705240345418,4274,Decreció / Decreció,7025961.35519126,0.0,0.0,0.586326950787946,-0.818240581488717,0,0.100075508908401,-0.213278588645205,-0.559073277297083,,s.d.,s.d.,0.117478035780074
550959,"Yarn of polyester fibres, nes","Los demas hilados de fibras discontinuas de poliester, sin acondiciona",Textiles, XI Textiles y artículos textiles,-1.22287879363316,4052,Se mantuvo / Decreció,879053.030054645,0.0,0.0,0.106853164990901,0.0126671487775611,0,-0.0449572341141726,-0.125571734477377,-0.267963531961116,,s.d.,s.d.,0.117478035780074
550961,Yarn of acrylic & wool/hair,Los demas hilados de fibras discontinuas acrilicas o modacrilicas mezc,Textiles, XI Textiles y artículos textiles,-0.363388419184881,3008,Decreció / Decreció,1633780.54918033,0.0,0.0,-0.368342232579239,0.333967713482236,0,-0.227384862027508,-0.121790679448569,-0.0510643035029858,,s.d.,s.d.,0.117478035780074
