"codigo_hs","product_name_en","nombre_producto_es","seccion_atlas","seccion_2_digitos","indice_de_complejidad_de_producto_icp","ranking_de_complejidad_producto","tendencia_mercado","potencial_exportador","fob_la_rioja","vcr_la_rioja","compatibilidad_con_la_rioja","valor_estrategico_para_la_rioja","indice_recuperacion_de_posiciones_la_rioja","indice_oportunidades_cercanas_la_rioja","indice_objetivos_factibles_la_rioja","indice_apuestas_ambiciosas_la_rioja","top_20_criterios_la_rioja","empleo","empresas","tasa_fem"
"842489","Sprays/powder dispersing machines, non-agr","Los demas aparatos para dispersar o pulverizar materias liquidas o en","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.71142","104","Creció mucho / Creció mucho","25273381.21585","18.04981","0.00026","-1.43666","1.57444","0","-0.51963","-0.05427","0.70535","","s.d.","s.d.","0.18814"
"321410","Mastics, painters' fillings","Mastiques; plastes (enduidos) de relleno utilizados en pintura","Químicos"," VI Productos químicos y aliados","0.72850","1237","Creció mucho / Creció mucho","35826923.35246","17.81830","0.00021","0.07654","1.35758","0","0.39794","0.52719","0.81600","","s.d.","s.d.","0.15006"
"821420","Manicure instruments","Herramientas y conjuntos o surtidos de herramientas de manicura o de p","Metales"," XV Metales comunes y sus manufacturas","-0.13350","2653","Decreció / Decreció","2928505.77869","17.67024","0.00264","-0.59495","-0.10758","0","-0.45133","-0.38082","-0.26027","","s.d.","s.d.","0.11706"
"730723","Pipe fittings, butt welding, stainless steel","Accesorios de tuberia para soldador a tope, de acero inoxidable","Metales"," XV Metales comunes y sus manufacturas","1.28724","436","Decreció / Decreció","5583179.58197","17.37133","0.00134","-0.50858","1.71761","0","0.11624","0.40713","0.94216","","s.d.","s.d.","0.07857"
"292219","Amino-alcohol, esters, salts, nes","Los demas amino-alcoholes. sus eteres y esteres","Químicos"," VI Productos químicos y aliados","1.13209","621","Decreció mucho / Decreció mucho","12005505.23497","17.25810","0.00065","-0.84201","0.72381","0","-0.33143","-0.05573","0.35613","","s.d.","s.d.","0.14976"
"850619","Primary cells/batteries, vol<300cc","Celdas/baterías primarias, vol <300cc","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.01417","787","Creció mucho / Creció","19637294.19126","17.25273","0.00035","-0.96085","1.17579","0","-0.33602","-0.03169","0.49439","","0","0","0.10415"
"440122","Wood chips, non-coniferous","Las demas maderas en plaquitas o en particulas, excepto las de conifer","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","-0.93207","3734","Creció mucho / Creció","29494671.54098","16.64279","0.00029","1.49182","-1.17423","0","0.71622","0.34053","-0.31388","","s.d.","s.d.","0.04618"
"940161","Upholstered seats with wooden frames","Sillas y asientos de madera, tapizados","Textiles"," XX Artículos varios fabricados","-0.40403","3069","Creció mucho / Creció mucho","117007987.83607","16.62333","0.00007","0.56839","0.32768","0","0.42301","0.31373","0.21696","","s.d.","s.d.","0.13671"
"280300","Carbon","Carbono (negros de humo y otras formas de carbono no expresadas ni com","Químicos"," VI Productos químicos y aliados","0.21939","2101","Creció mucho / Creció mucho","-2832677.97541","16.56967","0.00025","0.29117","0.55971","0","0.33770","0.34395","0.39407","","s.d.","s.d.","0.14976"
"847710","Injection-moulding machines for rubber/plastic","Maquinas para moldear por inyeccion, para trabajar caucho o plastico","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","2.07111","28","Decreció mucho / Decreció mucho","43331666.54098","16.37291","0.00018","-2.13679","0.35878","0","-1.21689","-0.67132","0.03819","","s.d.","s.d.","0.11542"
"390730","Epoxide resins","Resinas epoxi en formas primarias.","Químicos"," VII Plásticos, caucho, y sus manufacturas","2.00727","38","Creció mucho / Creció","35065350.34973","16.25974","0.00021","-1.45223","1.04941","0","-0.60595","-0.13492","0.53838","","s.d.","s.d.","0.12871"
"70410","Cauliflowers and broccoli","Coliflores y brecoles, frescos o refrigerados.","Agricultura"," II Productos vegetales","-1.15616","3989","Creció mucho / Creció","8347267.15301","16.22298","0.00091","1.57790","-0.13104","0","0.96271","0.60385","0.12536","","33","5","0.19753"
"251710","Pebbles, gravel, and crushed stone","Cantos, grava, piedras machacadas, de los usados para el hormigonado o","Minerales"," V Productos minerales","-0.28473","2888","Decreció / Decreció","11694057.46175","15.89145","0.00055","0.35579","-0.23439","0","0.17370","0.08014","-0.06992","","s.d.","s.d.","0.08673"
"842420","Spray guns","Pistolas aerograficas y aparatos similares.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.48500","253","Creció / Creció","11266162.22131","15.86632","0.00062","-0.93404","1.36279","0","-0.23277","0.12397","0.70429","","s.d.","s.d.","0.18814"
"330790","Perfumery prep, nes","Las demas preparaciones para perfumar o desodorantes de locales","Químicos"," VI Productos químicos y aliados","0.24599","2037","Creció mucho / Creció mucho","16268401.68579","15.64695","0.00029","0.18832","0.99435","0","0.35529","0.40136","0.56545","","56","4","0.34836"
"830230","Fittings for vehicles, metal","Las demas guarniciones, herrajes y articulos similares, para vehiculos","Metales"," XV Metales comunes y sus manufacturas","0.95406","877","Creció mucho / Decreció","39435012.92896","15.61615","0.00017","-0.20171","0.99402","0","0.15301","0.32838","0.62531","","s.d.","s.d.","0.11706"
"902990","Parts/accessories of revolution counters","Partes y accesorios de contadores, velocimetros y tacometros, estrobos","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.08045","685","Creció / Decreció","6212935.99180","15.43579","0.00073","-0.56018","0.88502","0","-0.10708","0.12925","0.50032","","s.d.","s.d.","0.15576"
"490199","Reading books, not dictionaries","Los demas libros, folletos e impresos similares.","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","0.56561","1509","Creció / Decreció mucho","49500388.62842","15.28921","0.00008","0.10895","1.00993","0","0.33481","0.42553","0.62856","","s.d.","s.d.","0.27301"
"846291","Hydraulic presses for working metal","Prensas hidraulicas.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.16300","579","Decreció / Decreció","6065876.41803","15.12748","0.00099","-0.54799","1.51331","0","0.03537","0.30953","0.80734","","s.d.","s.d.","0.14134"
"292800","Organic derivs of hydrazine, hydroxylamine","Derivados organicos de la hidrazina o de la hidroxilamina.","Químicos"," VI Productos químicos y aliados","1.12203","629","Decreció / Decreció","6485432.17486","15.09349","0.00084","-0.45188","-0.22001","0","-0.24812","-0.07913","0.04594","","s.d.","s.d.","0.14976"
"440910","Shaped coniferous wood","Madera conifera perfilada longitudinalmente de coniferas","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","0.17305","2193","Creció / Creció","-10226476.65847","14.97134","0.00051","0.82832","-0.07912","0","0.58131","0.47041","0.25616","","s.d.","s.d.","0.04618"
"760810","Tubes, aluminum","Tubos de aluminio sin alear","Metales"," XV Metales comunes y sus manufacturas","-0.10447","2601","Decreció / Decreció","1698388.45628","14.95569","0.00361","0.65140","0.61619","0","0.56877","0.49142","0.44659","","s.d.","s.d.","0.09388"
"741521","Copper washers","Arandelas, de cobre.","Metales"," XV Metales comunes y sus manufacturas","0.87309","987","Creció / Creció","579656.07923","14.91655","0.01097","-0.61231","1.92550","0","0.04379","0.31923","0.90106","","40","6","0.11287"
"820291","Saw blades, for metal","Hojas de sierra rectas para el trabajo de los metales","Metales"," XV Metales comunes y sus manufacturas","0.82858","1062","Decreció / Decreció","1099975.52459","14.83202","0.00620","-0.34220","0.48272","0","-0.06014","0.09819","0.32171","","s.d.","s.d.","0.11706"
"20130","Boneless beef","Carne de bovinos deshuesada, fresca o refrigerada.","Agricultura"," I Animales vivos; productos animales","-0.23232","2819","Creció mucho / Creció mucho","-527404279.37432","14.75520","0.00006","1.61664","-0.66277","0","0.97586","0.67699","0.12866","","123","7","0.09596"
"621143","Womens garments, manmade fibres, not knit","Las demas prendas de vestir, para mujeres o ninas, de fibras sintetica","Textiles"," XI Textiles y artículos textiles","-1.77145","4456","Creció mucho / Creció mucho","28912897.20219","14.36112","0.00022","1.29265","-0.32230","0","0.66325","0.27610","-0.20010","","370","9","0.54374"
"293390","Heterocyclic compounds, N-hetero-atoms","Los demas compuestos con un ciclo triazina","Químicos"," VI Productos químicos y aliados","0.94588","890","Creció mucho / Decreció","82974658.02459","14.31375","0.00007","-0.95561","-0.06295","0","-0.58693","-0.35215","-0.07854","","s.d.","s.d.","0.14976"
"732010","Springs, leaves, iron","Ballestas y sus hojas, de hierro o acero","Metales"," XV Metales comunes y sus manufacturas","0.29416","1959","Creció / Decreció","8788787.42077","14.22121","0.00054","0.11322","0.71304","0","0.25128","0.29936","0.42837","","40","6","0.11287"
"283539","Polyphosphates of metals, nes","Los demas polifosfatos","Químicos"," VI Productos químicos y aliados","0.61900","1422","Creció / Decreció","4351848.48361","14.07183","0.00141","-0.71468","0.73106","0","-0.29216","-0.08651","0.26932","","s.d.","s.d.","0.14976"
"610990","T-shirts, of material nes, knit","Camisetas de punto de las demas materias textiles.","Textiles"," XI Textiles y artículos textiles","-1.86750","4506","Decreció mucho / Decreció mucho","80853251.92623","14.04485","0.00007","1.71338","-0.40011","0","0.93260","0.46883","-0.13291","","370","9","0.54374"
"20230","Boneless beef, frozen","Carne de bovinos deshuesada, congelada.","Agricultura"," I Animales vivos; productos animales","-0.75949","3505","Creció mucho / Creció mucho","-1015280903.01913","13.93827","0.00005","1.79961","-1.55972","0","0.87183","0.44796","-0.35186","","123","7","0.09596"
"293339","Heterocyclic compounds, unfused pyridine ring","Los demas piridina","Químicos"," VI Productos químicos y aliados","0.82022","1073","Creció mucho / Creció","55430249.65847","13.81995","0.00009","-0.42958","0.90439","0","-0.03781","0.15387","0.48315","","s.d.","s.d.","0.14976"
"850590","Electro-magnets, nes","Los demas dispositivos magneticos incluidas las partes","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.23140","495","Creció mucho / Creció","17838318.68579","13.74619","0.00035","-0.71343","1.65256","0","-0.04575","0.26703","0.83747","","s.d.","s.d.","0.24556"
"482340","Paper rolls for instruments","Papel diagrama para aparatos registradores, en bobinas, en hojas o en","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","0.03906","2399","Creció / Se mantuvo","936393.81694","13.64862","0.00589","0.57240","1.08950","0","0.62248","0.59501","0.67176","","s.d.","s.d.","0.20466"
"330710","Shaving prep","Preparaciones para afeitar o para antes o despues del afeitado","Químicos"," VI Productos químicos y aliados","0.29937","1947","Decreció / Decreció","3512622.87978","13.63970","0.00109","0.64430","1.48385","0","0.77771","0.78520","0.93586","","56","4","0.34836"
"291639","Aromatic monocarboxylic acids, nes","Los demas acidos monocarboxilicos aromaticos, sus anhidridos y derivad","Químicos"," VI Productos químicos y aliados","0.09988","2302","Creció / Creció","4009031.08743","13.62293","0.00133","-0.88380","-0.82886","0","-0.77445","-0.67333","-0.61315","","s.d.","s.d.","0.14976"
"321511","Printing ink, black","Tintas de imprenta, negras","Químicos"," VI Productos químicos y aliados","0.89825","957","Creció / Decreció","11068645.81967","13.61400","0.00054","-0.56221","0.83107","0","-0.13751","0.07820","0.42988","","s.d.","s.d.","0.15006"
"550810","Synthetic staple fibre thread","Hilo de coser de fibras sinteticas discontinuas.","Textiles"," XI Textiles y artículos textiles","-1.23392","4060","Decreció / Decreció","4278851.94809","13.54743","0.00146","0.62477","-0.53301","0","0.20734","-0.03642","-0.36090","","1772","6","0.11748"
"851679","Electro-thermic appliances","Los demas aparatos electrotermicos, de uso domestico.","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","-0.32187","2949","Creció mucho / Creció mucho","33503151.52732","13.53578","0.00017","0.25713","-0.75431","0","-0.00306","-0.11153","-0.34277","","s.d.","s.d.","0.13563"
"761510","Aluminum kitchen articles","Artículos de cocina de aluminio","Metales"," XV Metales comunes y sus manufacturas","-0.85050","3635","Creció mucho / Creció","23876295.13115","13.24701","0.00020","0.65244","-0.00183","0","0.37129","0.18829","-0.01772","","40","6","0.11287"
"960390","Brushes, nes","Los demas cepillos, escobas , y articulos similares.","Maquinaria"," XX Artículos varios fabricados","-0.80534","3565","Creció mucho / Creció","18559211.44809","13.19807","0.00031","0.06593","0.13382","0","-0.00762","-0.09135","-0.12133","","s.d.","s.d.","0.15411"
"321290","Pigments for paints","Los demas pigmentos","Químicos"," VI Productos químicos y aliados","0.62490","1411","Se mantuvo / Decreció","8000815.21858","13.13553","0.00066","0.08748","1.43383","0","0.41049","0.53155","0.82769","","s.d.","s.d.","0.15006"
"830160","Lock parts, metal","Partes de candados, cerraduras y cerrojos.","Metales"," XV Metales comunes y sus manufacturas","0.82239","1071","Creció mucho / Creció","16285871.18579","13.04179","0.00033","-0.10354","1.84727","0","0.37921","0.56935","1.00581","","s.d.","s.d.","0.11706"
"330491","Powders, make-up","Polvos, incluidos los compactos, de belleza, maquillaje o el cuidado d","Químicos"," VI Productos químicos y aliados","0.19869","2146","Creció mucho / Creció mucho","10811018.09016","12.97577","0.00038","-0.20783","0.48905","0","-0.02780","0.04770","0.20740","","56","4","0.34836"
"210610","Protein concentrates","Concentrados de proteinas y sustancias proteicas texturadas","Agricultura"," IV Alimentos preparados, bebidas y tabaco","-0.05214","2529","Creció / Creció","-4796960.64481","12.96864","0.00043","1.27961","0.15924","0","0.92236","0.73317","0.44251","","651","18","0.23891"
"853210","Fixed power capacitors, 50/60Hz circuits","Condensadores fijos para redes electricas de 50/60 hz (condensadores d","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.84388","1038","Decreció / Decreció","1486711.61749","12.94271","0.00122","-0.34103","0.90367","0","0.02640","0.20713","0.51531","","0","0","0.19384"
"820210","Hand saws","Sierras de mano","Metales"," XV Metales comunes y sus manufacturas","0.79543","1119","Decreció / Decreció","1901880.69126","12.91210","0.00286","-1.03259","0.25611","0","-0.59205","-0.34481","0.00433","","s.d.","s.d.","0.11706"
"320649","Inorganic coloring, nes","Las demas materias colorantes y las demas preparaciones","Químicos"," VI Productos químicos y aliados","0.24749","2036","Creció mucho / Creció","13698006.55738","12.87392","0.00032","0.52530","1.08740","0","0.60993","0.61026","0.70879","","s.d.","s.d.","0.14976"
"850511","Metal permanent magnets","Imanes permanentes y articulos destinados a ser imantados permanenteme","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.58947","1460","Creció mucho / Creció","22068989.60383","12.84649","0.00026","-2.32388","-1.00586","0","-1.76894","-1.41170","-1.00243","","s.d.","s.d.","0.24556"
"150590","Wool grease derivatives, lanolin","Las demas sustancias grasas derivadas, incluida la lanolina.","Agricultura"," III Grasas y aceites animales o vegetales y sus derivados","-0.16132","2707","Decreció / Decreció","-980489.96995","12.78664","0.00493","0.69560","-0.14556","0","0.44168","0.31393","0.10285","","123","7","0.09596"
"854110","Diodes, nes","Diodos, excepto los fotodiodos y los diodos emisores de luz.","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.17407","568","Creció mucho / Decreció","62531432.15027","12.52613","0.00010","-1.39503","1.36706","0","-0.58570","-0.19069","0.49019","","0","0","0.19384"
"140490","Vegetable products nes","Los demas productos vegetales no expresados ni comprendidos en otras m","Agricultura"," II Productos vegetales","-1.56140","4344","Creció / Creció","4470633.49454","12.50012","0.00117","2.14953","-0.89840","0","1.16885","0.64536","-0.14977","","s.d.","s.d.","0.11790"
"845899","Lathes nes for removing metal","Los demas tornos, excepto horizontales o de control numerico.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.24963","2032","Decreció / Decreció","1356074.74863","12.49681","0.00412","0.10942","1.17817","0","0.33719","0.40465","0.62541","","s.d.","s.d.","0.14134"
"392630","Plastic furniture fittings","Guarniciones de plasticos, para muebles, carrocerias o similares","Químicos"," VII Plásticos, caucho, y sus manufacturas","1.04179","747","Creció mucho / Creció mucho","22663589.29781","12.39276","0.00019","-0.39688","1.05850","0","0.03806","0.25470","0.61771","","255","8","0.12832"
"960330","Artists brushes","Pinceles y brochas para la pintura artistica,pinceles para escribir y","Maquinaria"," XX Artículos varios fabricados","-0.22751","2806","Creció / Creció","6388227.00000","12.03394","0.00086","-1.27022","0.37608","0","-0.83669","-0.65010","-0.26871","","s.d.","s.d.","0.15411"
"732399","Kitchen articles, iron/steel nes","Los demas articulos de uso domestico, de hierro o acero excepto (esmal","Metales"," XV Metales comunes y sus manufacturas","-0.10711","2609","Creció mucho / Creció","22534640.86885","11.85810","0.00023","0.12228","-0.64327","0","-0.05377","-0.11499","-0.27957","","40","6","0.11287"
"851110","Spark plugs","Bujias de encendido para motores encendido por chispa o por compresion","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.94859","883","Creció mucho / Creció","16240377.28142","11.82891","0.00029","-1.82629","-0.41998","0","-1.26754","-0.91973","-0.49973","","s.d.","s.d.","0.24556"
"390799","Polyesters, nes","Los demas poliesteres, excepto no saturados.","Químicos"," VII Plásticos, caucho, y sus manufacturas","0.74704","1206","Creció mucho / Creció mucho","47742816.00820","11.77505","0.00010","-0.18394","1.64134","0","0.27421","0.45858","0.87018","","s.d.","s.d.","0.12871"
"200930","Citrus juice nes (one fruit)","Jugo de los demas agrios, sin fermentar y sin alcohol, incluso azucara","Agricultura"," IV Alimentos preparados, bebidas y tabaco","-1.08883","3930","Creció / Se mantuvo","-152368929.96448","11.57364","0.00088","2.61363","-0.83760","0","1.55313","1.01033","0.13496","Oportunidades cercanas, Objetivos factibles","555","13","0.26995"
"731519","Chain parts, articulated link, iron","Partes de cadenas de eslabones articulados, de fundicion, hierro o ace","Metales"," XV Metales comunes y sus manufacturas","1.60754","158","Creció / Creció","1722323.97814","11.18681","0.00240","-1.24129","1.62612","0","-0.38292","0.04533","0.76125","","0","0","0.11900"
"853929","Filament lamps, not ultraviolet/infra-red","Las demas lamparas y tubos electricos de incandescencia o de descarga","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.67045","1332","Decreció mucho / Decreció mucho","5337061.94536","11.09393","0.00090","-0.69278","1.29114","0","-0.15968","0.07584","0.54079","","s.d.","s.d.","0.18521"
"851610","Water heaters, electric","Calentadores electricos de agua y calentadores electricos de inmersion","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","-0.05784","2536","Creció mucho / Creció","11275600.60109","10.89078","0.00030","0.43884","0.36740","0","0.37488","0.32164","0.28252","","s.d.","s.d.","0.13563"
"681390","Asbestos friction material, not brakes","Cintas de frenos (incluye: revestimientos de embragues)","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.17598","2185","Creció / Decreció","3272216.25683","10.85014","0.00136","-0.91440","0.31050","0","-0.56038","-0.39010","-0.09060","","s.d.","s.d.","0.11237"
"903040","Gain, distortion & crosstalk meters","Los demas instrumentos y aparatos, especialmente concebidos para las t","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.56140","195","Decreció / Decreció","23234746.91257","10.79757","0.00019","-1.22468","-0.04664","0","-0.71046","-0.37295","0.00196","","s.d.","s.d.","0.15576"
"851511","Electric soldering irons & guns","Soldadores y pistolas para soldar, por soldadura fuerte o soldadura bl","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.82515","1065","Creció / Se mantuvo","1260509.82787","10.74688","0.00380","-1.21729","0.89330","0","-0.59093","-0.28116","0.24308","","s.d.","s.d.","0.14134"
"320910","Acrylic paint, aqueous","Pinturas y barnices a base de polimeros acrilicos o vinilicos.","Químicos"," VI Productos químicos y aliados","-0.05788","2537","Creció mucho / Creció","18258748.21585","10.73374","0.00023","0.73081","1.00446","0","0.70667","0.64149","0.65678","","s.d.","s.d.","0.15006"
"845929","Metal drilling machines, not num controlled","Las demas maquinas de taladrar, excepto de control numerico.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","-0.39904","3059","Decreció / Decreció","1951234.43989","10.66471","0.00208","0.02201","0.22021","0","0.01954","-0.01265","0.00594","","s.d.","s.d.","0.14134"
"340399","Lubricant prep, no petroleum","Las demas preparaciones lubricantes","Químicos"," VI Productos químicos y aliados","1.69708","118","Creció mucho / Creció","18011036.13661","10.56969","0.00020","-1.01684","1.24881","0","-0.29232","0.09236","0.68118","","s.d.","s.d.","0.26468"
"870810","Bumpers for motor vehicles","Paragolpes o defensas y sus partes","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","1.11370","642","Creció mucho / Creció mucho","34253417.87705","10.56515","0.00010","-0.20842","1.83762","0","0.33300","0.56751","1.04283","","s.d.","s.d.","0.13290"
"853922","Filament lamps, <=200W, >100V","Lamparas y tubos de incandescencia, de potencia inferior o igual a 200","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","-0.49031","3178","Decreció mucho / Decreció mucho","3116194.57104","10.51521","0.00149","0.79675","-0.37914","0","0.43287","0.24536","-0.05417","","s.d.","s.d.","0.18521"
"481840","Paper sanitary towels, diapers","Pañales, toallas y tampones higienicos y articulos higienicos similare","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","0.02583","2416","Decreció / Decreció mucho","22840991.07650","10.50917","0.00005","0.96592","0.28157","0","0.73504","0.60682","0.42294","","s.d.","s.d.","0.20466"
"320990","Polymer paint, aqueous","Las demas pinturas y barnices a base de polimeros acrilicos o vinilico","Químicos"," VI Productos químicos y aliados","0.21775","2106","Creció / Decreció","15054132.27049","10.37108","0.00026","0.47711","1.20599","0","0.59695","0.60746","0.74027","","s.d.","s.d.","0.15006"
"90111","Coffee, not roasted","Cafe sin tostar, sin descafeinar.","Agricultura"," II Productos vegetales","-2.51183","4646","Decreció mucho / Decreció mucho","122676012.45628","10.25286","0.00004","1.68566","-2.05884","0","0.51701","-0.08996","-1.04874","","110","17","0.17684"
"610449","Womens dresses, material nes, knit","Vestidos, de punto, para mujeres o ninas, de las demas materias textil","Textiles"," XI Textiles y artículos textiles","-1.34963","4177","Decreció / Decreció","2985811.33607","10.21078","0.00166","0.89503","0.41191","0","0.57394","0.32532","0.11646","","370","9","0.54374"
"851190","Parts of electrical ignition equipment","Partes de aparatos y dispositivos electricos de encendido o de arranqu","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.23429","2061","Creció / Decreció","17476148.51366","10.08354","0.00023","-0.20829","1.06606","0","0.09084","0.19881","0.47581","","s.d.","s.d.","0.24556"
"902000","Breathing appliances & gas masks","Mascaras anti-gases y los demas paratos respiratorios con exclusion de","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.99112","825","Creció mucho / Creció","10605348.14481","10.04530","0.00042","-0.17454","0.76989","0","0.13091","0.29470","0.54187","","s.d.","s.d.","0.19696"
"852190","Video record/reprod apparatus","Los demas aparatos de grabacion y/o de reproduccion de imagen y sonido","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","-0.12329","2635","Decreció mucho / Decreció mucho","32423411.37432","10.02723","0.00013","-1.52863","-0.60973","0","-1.20432","-1.01784","-0.76379","","s.d.","s.d.","0.30702"
"611239","Mens swimwear, of material nes, knit","Trajes y pantalon bano,para hombres o niños de las demas materias text","Textiles"," XI Textiles y artículos textiles","-1.82088","4489","Creció / Se mantuvo","311263.46721","9.91560","0.01311","0.64975","-1.28984","0","0.01477","-0.32927","-0.84072","","370","9","0.54374"
"843110","Parts of hoists & winches","Partes de maquinas y aparatos de la partida 8425","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.56434","1511","Decreció mucho / Decreció mucho","8086246.49727","9.90711","0.00048","0.32825","1.32131","0","0.55047","0.62373","0.83415","","s.d.","s.d.","0.11901"
"851830","Headphones, earphones","Auriculares, incluso combinados con un microfono.","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.32948","1903","Creció mucho / Creció mucho","65174475.98634","9.82260","0.00006","-0.69997","0.29744","0","-0.39755","-0.24473","0.00623","","s.d.","s.d.","0.30702"
"481910","Corrugated paper, boxes","Cajas de papel o carton ondulado","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","-0.84729","3632","Creció mucho / Creció mucho","26858332.01639","9.73333","0.00009","1.01024","0.01366","0","0.62518","0.38959","0.09740","","s.d.","s.d.","0.10839"
"240220","Cigarettes","Cigarrillos que contengan tabaco.","Agricultura"," IV Alimentos preparados, bebidas y tabaco","-0.83421","3610","Creció mucho / Creció mucho","139655477.15027","9.54310","0.00003","1.30225","-0.54043","0","0.72007","0.41429","-0.06107","","s.d.","s.d.","0.17163"
"820232","Circular saw blades","Hojas de sierra circulares (incluida fresas-sierra) ","Metales"," XV Metales comunes y sus manufacturas","1.18179","562","Creció / Creció","6843862.28415","9.52920","0.00064","-1.46903","0.58747","0","-0.79264","-0.42474","0.11910","","s.d.","s.d.","0.11706"
"846620","Work holders for machine tools","Portapiezas para montar en maquinas herramientas.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.26165","463","Creció mucho / Creció","11981735.93443","9.51455","0.00036","-0.73705","1.21063","0","-0.14764","0.14961","0.63908","","s.d.","s.d.","0.14134"
"292410","Acyclic amides, salts","Amidas aciclicas y sus derivados; sales de estos productos","Químicos"," VI Productos químicos y aliados","1.12102","631","Creció / Creció","11256534.33880","9.39461","0.00037","-1.03666","1.29746","0","-0.35407","-0.02159","0.55312","","170","5","0.34344"
"290919","Acyclic ethers, nes","Los demas eteres aciclicos y sus derivados halogenos., sulfonados., ni","Químicos"," VI Productos químicos y aliados","0.78619","1135","Decreció mucho / Decreció mucho","21273130.30055","9.12563","0.00010","-0.55010","-0.85940","0","-0.47833","-0.36017","-0.35521","","s.d.","s.d.","0.14976"
"400110","Natural rubber latex","Latex de caucho natural, incluso prevulcanizado.","Químicos"," VII Plásticos, caucho, y sus manufacturas","-2.28248","4628","Decreció / Decreció","13660189.89891","8.94470","0.00034","-0.56258","-2.31593","0","-1.08524","-1.34489","-1.78156","","2192","62","0.11081"
"610190","Mens overcoats, material nes, knit","Abrigos,capas y similares,de punto,para hombre o ninos, ..de las demas","Textiles"," XI Textiles y artículos textiles","-1.11053","3950","Creció / Creció","1175219.21311","8.86421","0.00299","1.14132","-0.08842","0","0.67019","0.38352","0.02498","","370","9","0.54374"
"392490","Plastic household articles, nes","Los demas articulos de uso domestico y de higiene, de plastico","Químicos"," VII Plásticos, caucho, y sus manufacturas","-1.31210","4145","Creció mucho / Creció mucho","39778493.58197","8.85104","0.00008","0.91276","-0.51467","0","0.40479","0.11093","-0.28580","","255","8","0.12832"
"40610","Fresh cheese, curd","Quesos frescos (incluido el de lactosuero) sin fermentar y requeson.","Agricultura"," I Animales vivos; productos animales","-0.01903","2485","Creció mucho / Creció mucho","-44310207.91257","8.71601","0.00009","1.05967","0.67864","0","0.87559","0.74867","0.61853","","6","4","0.14511"
"843810","Bakery/pasta making machinery","Maquinas y aparatos para panaderia, pasteleria, galleteria o para la f","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.94684","888","Creció / Decreció","12156847.04098","8.45308","0.00023","0.01544","1.36403","0","0.37830","0.53887","0.85516","","s.d.","s.d.","0.09239"
