"codigo_hs","product_name_en","nombre_producto_es","seccion_atlas","seccion_2_digitos","indice_de_complejidad_de_producto_icp","ranking_de_complejidad_producto","tendencia_mercado","potencial_exportador","fob_entre_rios","vcr_entre_rios","compatibilidad_con_entre_rios","valor_estrategico_para_entre_rios","indice_recuperacion_de_posiciones_entre_rios","indice_oportunidades_cercanas_entre_rios","indice_objetivos_factibles_entre_rios","indice_apuestas_ambiciosas_entre_rios","top_20_criterios_entre_rios","empleo","empresas","tasa_fem"
"10111","Horses, pure-bred","Caballos reproductores de raza pura.","Agricultura"," I Animales vivos; productos animales","-0.13143","2648","Creció / Se mantuvo","4238686.86612","504075.20346","4.47142","2.07008","-0.62579","0","","","","","5742","1663","0.10050"
"30332","Plaice, frozen","Sollas congeladas, excluido filetes, higados, huevas y lechas.","Agricultura"," I Animales vivos; productos animales","-0.55287","3260","Creció / Se mantuvo","251439.30055","0.00000","0.00000","0.49374","-0.82069","0","0.12619","-0.04419","-0.35941","","372","7","0.32462"
"30333","Sole, frozen","Lenguados congelados, excluidos filetes, higados, huevas y lechas.","Agricultura"," I Animales vivos; productos animales","-1.56161","4345","Decreció / Decreció","670665.07650","0.00000","0.00000","1.60377","-0.90042","0","0.78639","0.34465","-0.31446","","372","7","0.32462"
"30339","Flatfish, frozen","Los demas pescados planos congelados, excluido filetes, higados, hueva","Agricultura"," I Animales vivos; productos animales","-1.41794","4231","Creció / Creció","2953439.82514","0.00000","0.00000","1.59567","-1.39557","0","0.69606","0.24514","-0.50379","","372","7","0.32462"
"30341","Albacore, frozen","Albacoras o atunes blancos congelados excluido filete, higado, huevas","Agricultura"," I Animales vivos; productos animales","-1.05986","3892","Decreció / Decreció","1397363.38798","0.00000","0.00000","0.31611","-0.55153","0","0.00498","-0.17599","-0.41832","","372","7","0.32462"
"30342","Yellowfin tuna, frozen","Atunes de aleta amarilla congelados, excluido filete, higado, huevas y","Agricultura"," I Animales vivos; productos animales","-2.02508","4560","Creció / Decreció","5750451.00546","0.00000","0.00000","0.67263","-1.30440","0","0.00745","-0.36117","-0.89146","","372","7","0.32462"
"30343","Bonito, frozen","Listados o bonitos de vientre rayado congelados, exc. filete, higados,","Agricultura"," I Animales vivos; productos animales","-1.86216","4503","Creció / Creció","5953672.93169","0.00000","0.00000","0.60860","-1.35236","0","-0.03067","-0.37579","-0.89152","","372","7","0.32462"
"30349","Tuna, frozen, nes","Los demas atunes congelados, excluido filetes, higados, huevas y lecha","Agricultura"," I Animales vivos; productos animales","-2.32838","4635","Decreció / Decreció","3135749.92350","7.70959","0.00024","0.76946","-1.28423","0","0.04894","-0.36353","-0.92916","","372","7","0.32462"
"30350","Herring, frozen","Arenques congelados, excluidos filetes higados, huevas y lechas.","Agricultura"," I Animales vivos; productos animales","0.25631","2019","Se mantuvo / Decreció","3535549.71858","0.00000","0.00000","0.72298","-0.74862","0","0.38199","0.26175","-0.05591","","372","7","0.32462"
"30360","Cod, frozen","Bacalaos congelados, excluidos filetes higados, huevas y lechas.","Agricultura"," I Animales vivos; productos animales","0.81174","1087","Creció mucho / Creció","9918274.10929","0.00000","0.00000","0.39271","-0.60555","0","0.23496","0.22695","0.04825","","372","7","0.32462"
"30371","Sardines, frozen","Sardinas, sardinelas , espadines congelados, excluido filete, higados,","Agricultura"," I Animales vivos; productos animales","-1.24013","4066","Creció / Creció","3739487.37158","0.00000","0.00000","1.09666","-0.59125","0","0.52540","0.20733","-0.24710","","372","7","0.32462"
"30372","Haddock, frozen","Eglefinos congelados, excluidos filetes, higados, huevas y lechas.","Agricultura"," I Animales vivos; productos animales","0.61385","1429","Creció / Creció","1823170.17486","0.00000","0.00000","0.59893","-2.25492","0","0.02966","-0.11155","-0.68157","","372","7","0.32462"
"30373","Pollock, frozen","Carboneros congelados, excluido filetes higados, huevas y lechas.","Agricultura"," I Animales vivos; productos animales","0.71579","1256","Creció / Creció","530473.10383","0.00000","0.00000","0.25715","-1.41610","0","-0.03164","-0.06943","-0.38115","","372","7","0.32462"
"30374","Mackerel, frozen","Caballas congeladas, excluido filetes higados, huevas y lechas.","Agricultura"," I Animales vivos; productos animales","-0.82839","3607","Creció / Se mantuvo","13567227.60383","25091.64811","0.17839","0.99619","-0.02977","1","0.60854","0.37478","0.07836","Recuperación de posiciones","372","7","0.32462"
"30375","Sharks, frozen","Escualos congelados, excluido filete, higado, huevas y lechas","Agricultura"," I Animales vivos; productos animales","-1.51285","4304","Creció / Creció","795453.53279","15165.98722","1.13256","1.19061","-1.17908","0","","","","","372","7","0.32462"
"30376","Eels, frozen","Anguilas congeladas, excluidos filetes higados, huevas y lechas","Agricultura"," I Animales vivos; productos animales","-1.00358","3824","Decreció / Decreció","361934.33333","0.00000","0.00000","0.84362","-0.00225","0","0.48972","0.26271","0.00118","","372","7","0.32462"
"30377","Sea bass, frozen","Robalos congelados, excluidos filetes higados, huevas y lechas","Agricultura"," I Animales vivos; productos animales","-0.88810","3684","Creció / Se mantuvo","-1228595.84426","0.00000","0.00000","1.86913","-0.24018","0","1.17154","0.79035","0.23063","","372","7","0.32462"
"30378","Hake, frozen","Merluzas congeladas, excluidos filetes, higados huevas y lechas.","Agricultura"," I Animales vivos; productos animales","-1.28064","4111","Creció / Creció","-43197597.72678","4266168.41667","128.94660","3.35397","-1.15819","0","","","","","372","7","0.32462"
"30379","Whole fish, frozen, nes","Los demas pescados congelados, excluidos filetes, higados, huevas y le","Agricultura"," I Animales vivos; productos animales","-1.99163","4544","Creció mucho / Creció","-95484371.21858","12661097.99634","24.85211","2.00820","-1.11790","0","","","","","372","7","0.32462"
"30380","Fish roes & livers, frozen","Higados, huevas y lechas de pescados, congelados.","Agricultura"," I Animales vivos; productos animales","-0.90506","3707","Creció / Creció","5576541.81148","0.00000","0.00000","1.69600","-2.07002","0","0.68269","0.23428","-0.64897","","372","7","0.32462"
"30410","Fish meat, not liver or roe","Filetes y demas carnes de pescado frescos o refrigerados","Agricultura"," I Animales vivos; productos animales","-0.93633","3739","Creció mucho / Creció mucho","35297450.06831","574.11113","0.00148","1.84267","-0.50503","0","1.09523","0.69995","0.09145","","372","7","0.32462"
"30420","Fish fillets, frozen","Filetes congelados.","Agricultura"," I Animales vivos; productos animales","-1.16567","3999","Creció mucho / Creció mucho","-109891118.76503","157450.55576","0.15984","1.82563","-0.62731","0","1.03591","0.61414","-0.02602","","372","7","0.32462"
"30490","Other fish meat, frozen","Las demas carnes de pescado congelada","Agricultura"," I Animales vivos; productos animales","-1.03738","3866","Creció mucho / Creció","-6438190.09016","127.28000","0.00070","1.59304","-0.09523","0","0.99235","0.64489","0.17571","","372","7","0.32462"
"30510","Fish flours, meals, and pellets","Harina de pescado apta para la alimentacion humana.","Agricultura"," I Animales vivos; productos animales","-0.93653","3740","Creció / Se mantuvo","511335.42896","0.00297","0.00000","0.45480","-0.63747","0","0.09721","-0.09653","-0.38455","","372","7","0.32462"
"30520","Dried/smoked/salted livers and roes","Higados, huevas y lechas de pescado, secos, ahumados, salados o en sal","Agricultura"," I Animales vivos; productos animales","-0.77435","3530","Creció / Se mantuvo","1208411.71858","0.00000","0.00000","0.28184","-0.61026","0","-0.00220","-0.15242","-0.38365","","372","7","0.32462"
"30530","Dried/salted fish fillets","Filetes de pescado, secos, salados o en salmuera, sin ahumar.","Agricultura"," I Animales vivos; productos animales","-0.55699","3265","Se mantuvo / Decreció","3250413.67760","0.00000","0.00000","0.97990","0.15860","0","0.66195","0.46719","0.22609","","372","7","0.32462"
"30541","Smoked salmon","Salmones del pacifico, atlantico o danubio, ahumados, incluido filetes","Agricultura"," I Animales vivos; productos animales","0.58909","1461","Creció mucho / Creció","15137723.99727","0.00010","0.00000","0.93256","0.26743","0","0.76518","0.69758","0.54738","","372","7","0.32462"
"30542","Smoked herrings","Arenques ahumados, incluidos filetes.","Agricultura"," I Animales vivos; productos animales","-0.38544","3040","Creció / Se mantuvo","431531.08197","0.00000","0.00000","1.54292","-0.83085","0","0.87533","0.56381","-0.00736","","372","7","0.32462"
"30549","Other smoked fish","Los demas pescados ahumados, incluidos filetes.","Agricultura"," I Animales vivos; productos animales","-0.68444","3425","Creció / Se mantuvo","3061293.70219","0.00000","0.00000","1.30852","-0.07676","0","0.83217","0.56361","0.18690","","372","7","0.32462"
"30551","Dried cod","Bacalaos secos, incluso salado, sin ahumar.","Agricultura"," I Animales vivos; productos animales","-1.80414","4480","Creció mucho / Creció","7066517.08197","0.00026","0.00000","1.32434","-1.25853","0","0.49492","0.05293","-0.62007","","372","7","0.32462"
"30559","Dried fish, not cod","Los demas pescados secos, incluso salado, sin ahumar.","Agricultura"," I Animales vivos; productos animales","-2.06889","4573","Decreció / Decreció","4816917.56557","0.08056","0.00000","0.63683","-1.07003","0","0.02489","-0.33103","-0.80769","","372","7","0.32462"
"30561","Salted herrings","Arenques salado sin secar ni ahumar o en salmuera.","Agricultura"," I Animales vivos; productos animales","0.87616","980","Se mantuvo / Se mantuvo","197315.36612","0.00000","0.00000","0.87102","-0.19862","0","0.65760","0.60464","0.39097","","372","7","0.32462"
"30562","Salted cod","Bacalaos salados, sin secar ni ahumar o en salmuera.","Agricultura"," I Animales vivos; productos animales","0.66992","1333","Creció / Se mantuvo","3181099.74044","0.00000","0.00000","0.28896","-1.44874","0","-0.02049","-0.06927","-0.39777","","372","7","0.32462"
"30563","Salted anchovies","Anchoas saladas sin secar ni ahumar o en salmuera.","Agricultura"," I Animales vivos; productos animales","-1.21175","4039","Decreció / Decreció","-8137029.93716","2.30896","0.00042","1.11231","-0.60714","0","0.53602","0.21764","-0.24245","","372","7","0.32462"
"30569","Salted fish, nes","Los demas pescados salados sin secar ni ahumar o en salmuera.","Agricultura"," I Animales vivos; productos animales","-0.95073","3757","Creció / Creció","1142084.28415","0.00000","0.00000","0.96736","-0.21997","0","0.53808","0.28691","-0.04646","","372","7","0.32462"
"30611","Crawfish, frozen","Langostas congeladas.","Agricultura"," I Animales vivos; productos animales","-1.81588","4488","Creció / Decreció","1423735.61749","0.00000","0.00000","1.85134","-1.12913","0","0.88852","0.37278","-0.40668","","372","7","0.32462"
"30612","Lobsters, frozen","Bogavantes congelados.","Agricultura"," I Animales vivos; productos animales","-2.19887","4605","Creció / Creció","5767538.14754","0.00000","0.00000","1.57595","-2.78837","0","0.32561","-0.27009","-1.33170","","372","7","0.32462"
"30613","Shrimps, frozen","Camarones, langostinos, quisquillas","Agricultura"," I Animales vivos; productos animales","-2.31459","4631","Creció mucho / Creció mucho","-976099761.81967","38955.09245","0.03237","1.35012","-1.27659","0","0.45831","-0.03950","-0.74808","","372","7","0.32462"
"30614","Crabs, frozen","Cangrejos de mar, congelados.","Agricultura"," I Animales vivos; productos animales","-1.52906","4316","Creció mucho / Creció mucho","-6661392.19945","714.65658","0.00369","2.84895","-1.86179","0","1.46900","0.79566","-0.36539","","372","7","0.32462"
"30619","Crustaceans, frozen, nes","Los demas crustaceos congelados.","Agricultura"," I Animales vivos; productos animales","-1.28670","4115","Decreció / Decreció","2106950.21585","0.00000","0.00000","1.22773","-0.34163","0","0.66242","0.33251","-0.10709","","372","7","0.32462"
"30621","Crawfish","Langostas, sin congelar.","Agricultura"," I Animales vivos; productos animales","-2.09611","4578","Decreció / Decreció","6560489.09290","0.00000","0.00000","1.47087","-1.59425","0","0.50115","-0.00880","-0.80018","","183","7","0.09197"
"30622","Lobsters","Bogavantes, sin congelar.","Agricultura"," I Animales vivos; productos animales","-0.91383","3715","Creció / Creció","11463416.91257","0.00000","0.00000","0.86371","-1.92333","0","0.12855","-0.18856","-0.83484","","183","7","0.09197"
"30623","Shrimps","Camarones, langostinos, quisquillas y gambas sin congelar.","Agricultura"," I Animales vivos; productos animales","-1.58600","4358","Decreció mucho / Decreció mucho","346119.27322","0.00000","0.00000","-0.78903","-1.52153","0","-1.01523","-1.13155","-1.31790","","183","7","0.09197"
"30624","Crabs","Cangrejos de mar, sin congelar.","Agricultura"," I Animales vivos; productos animales","-1.96550","4539","Decreció mucho / Decreció mucho","379484.86885","0.00000","0.00000","-0.33325","-1.88111","0","-0.80604","-1.04666","-1.43785","","183","7","0.09197"
"30629","Crustaceans, nes","Los demas crustaceos, sin congelar.","Agricultura"," I Animales vivos; productos animales","-1.30244","4134","Decreció mucho / Decreció","436134.90437","0.00000","0.00000","-0.09859","-2.98139","0","-0.79554","-1.06006","-1.69681","","183","7","0.09197"
"30710","Oysters","Ostras, vivas, frescas, refrigeradas, congeladas, secas, saladas o en","Agricultura"," I Animales vivos; productos animales","-0.34903","2981","Decreció / Decreció","1855787.63115","0.00000","0.00000","1.39998","-0.68641","0","0.80780","0.52858","0.02385","","183","7","0.09197"
"30721","Live scallops","Veneras, volandeiras y otros, vivos, frescos o refrigerados.","Agricultura"," I Animales vivos; productos animales","0.56474","1510","Decreció / Decreció","1718986.78962","0.00000","0.00000","0.54155","-0.23214","0","0.38913","0.35277","0.19919","","183","7","0.09197"
"30729","Scallops, not live","Veneras, volandeiras otros, congelados, secos, salados o en salmuera.","Agricultura"," I Animales vivos; productos animales","-0.13181","2649","Decreció mucho / Decreció mucho","-17639493.61202","2421.44368","0.15193","0.30525","-0.30079","0","0.14034","0.06633","-0.07673","","372","7","0.32462"
"30731","Mussels","Mejillones, vivos, frescos o refrigerados.","Agricultura"," I Animales vivos; productos animales","0.35535","1853","Creció / Creció","2770705.04098","0.00000","0.00000","0.86378","-0.01252","0","0.63768","0.54302","0.34234","","183","7","0.09197"
"30739","Mussels (frozen/salted/dried)","Mejillones, congelados, secos, salados o en salmuera.","Agricultura"," I Animales vivos; productos animales","-0.78880","3547","Decreció / Decreció","397136.62568","0.10304","0.00002","0.56572","-0.70800","0","0.17553","-0.02361","-0.34608","","372","7","0.32462"
"30741","Squid","Jibias, globitos, calamares y potas, vivos, frescos o refrigerados.","Agricultura"," I Animales vivos; productos animales","-1.32678","4157","Decreció / Decreció","1522596.70765","0.00000","0.00000","0.80700","-0.41631","0","0.34896","0.07442","-0.27693","","183","7","0.09197"
"30749","Squid (frozen/salted/dried)","Jibias, globitos, calamares y potas, congelados, secos, salados o en s","Agricultura"," I Animales vivos; productos animales","-1.89636","4513","Decreció mucho / Decreció mucho","1741565.36885","0.00000","0.00000","1.15512","-0.86922","0","0.44510","0.03874","-0.51871","","372","7","0.32462"
"30751","Octopus","Pulpos, vivos, frescos o refrigerados.","Agricultura"," I Animales vivos; productos animales","-1.64728","4394","Creció / Creció","1320535.92077","0.00000","0.00000","0.13206","-0.76478","0","-0.22524","-0.44802","-0.71635","","183","7","0.09197"
"30759","Octopus (frozen/salted/dried)","Pulpos, congelados, secos, salados o en salmuera.","Agricultura"," I Animales vivos; productos animales","-2.16941","4598","Decreció mucho / Decreció mucho","2666080.82787","120.00000","0.00465","0.69888","-1.25785","0","0.02071","-0.36396","-0.89872","","372","7","0.32462"
"30760","Snails","Caracoles, excepto los de mar, vivos, frescos, refrig., congel, secos,","Agricultura"," I Animales vivos; productos animales","-1.27255","4104","Decreció / Decreció","444631.45902","0.00000","0.00000","1.11163","-0.41929","0","0.56703","0.25207","-0.17333","","1913","218","0.09681"
"30791","Aquatic invertebrates, nes","Los demas moluscos e invertebrados vivos, frescos o refrigerados","Agricultura"," I Animales vivos; productos animales","-0.49559","3189","Creció / Creció","7004745.53005","0.00000","0.00000","1.11931","-0.04913","0","0.72413","0.50422","0.18979","","183","7","0.09197"
"30799","Aquatic invertebrates, nes (frozen/preserved)","Los demas moluscos e invertebrados secos, salados o en salmuera","Agricultura"," I Animales vivos; productos animales","-2.00611","4550","Creció mucho / Creció mucho","-128845894.81694","5922.40299","0.01334","1.62365","-1.00727","0","0.73449","0.23997","-0.46771","","372","7","0.32462"
"40110","Milk, <1% fat","Leche y nata, sin concentrar ni edulcorar, con un contenido materia gr","Agricultura"," I Animales vivos; productos animales","-0.51669","3221","Creció / Creció","5419038.72951","1204.00281","0.02172","1.71986","-0.12473","0","1.12729","0.81140","0.33066","","816","69","0.14511"
"40120","Milk, 1-6% fat","Leche y nata, sin concentrar ni edulcorar con un cont. sup.1% e inferi","Agricultura"," I Animales vivos; productos animales","-0.08532","2572","Decreció / Decreció mucho","33352543.61202","174706.87174","0.51622","1.46474","0.19815","1","1.05641","0.83808","0.50726","Recuperación de posiciones","816","69","0.14511"
