"codigo_hs","product_name_en","nombre_producto_es","seccion_atlas","seccion_2_digitos","indice_de_complejidad_de_producto_icp","ranking_de_complejidad_producto","tendencia_mercado","potencial_exportador","fob_rio_negro","vcr_rio_negro","compatibilidad_con_rio_negro","valor_estrategico_para_rio_negro","indice_recuperacion_de_posiciones_rio_negro","indice_oportunidades_cercanas_rio_negro","indice_objetivos_factibles_rio_negro","indice_apuestas_ambiciosas_rio_negro","top_20_criterios_rio_negro","empleo","empresas","tasa_fem"
"10111","Horses, pure-bred","Caballos reproductores de raza pura.","Agricultura"," I Animales vivos; productos animales","-0.13143","2648","Creció / Se mantuvo","4238686.86612","15577.98438","0.37334","1.43914","-0.59108","0","0.87604","0.49298","0.13290","","1105","350","0.10050"
"841583","Air conditioners, no refrigerating unit","Los demas acondicionadores de aire, sin equipo de enfriamiento.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.86757","993","Decreció mucho / Decreció mucho","15265740.12295","0.00000","0.00000","-0.00652","1.46440","0","0.37507","0.63942","0.87392","","68","4","0.18814"
"841590","Air conditioners, parts","Partes de acondicionadores de aire.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.90119","949","Creció mucho / Creció mucho","101922201.63661","0.23844","0.00000","-0.86095","0.76581","0","-0.35938","-0.02726","0.31163","","68","4","0.18814"
"841610","Furnace burners, liquid fuel","Quemadores de combustibles liquidos, para alimentacion de hogares.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.15238","597","Decreció / Decreció","1609575.55464","877.82992","0.11499","-0.72178","0.17632","0","-0.35474","-0.12632","0.15091","","0","0","0.11166"
"841620","Furnace burners, soild/gas fuel","Los demas quemadores, incluidos los mixtos, para la alimentacion de ho","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.30494","410","Creció / Decreció","4839056.74863","0.65653","0.00003","-0.69350","0.56378","0","-0.24220","0.04631","0.37189","","0","0","0.11166"
"841630","Mechanical stokers","Hogares automaticos, incluidos antehogar, parillas mecanicas, sus disp","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.28410","439","Decreció / Decreció","1294355.94809","1.77413","0.00035","-1.07313","1.30413","0","-0.36195","0.11250","0.58594","","0","0","0.11166"
"841690","Furnace burners, parts","Partes y piezas de quemadores para alimentacion de hogares","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.42602","294","Decreció / Decreció","6594199.68306","627.79366","0.02199","-0.85138","1.43940","0","-0.16549","0.29200","0.74882","","0","0","0.11166"
"841710","Industrial furnace, ores","Hornos para tostacion, fusion u otros tratamientos termicos de los min","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.01022","793","Decreció / Decreció","5017903.23224","228.73497","0.01046","-1.03845","1.66051","0","-0.29379","0.21348","0.68825","","0","0","0.11166"
"841720","Bakery ovens, non-electric","Hornos de panaderia, de pasteleria o de galleteria. no electrico.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","-0.01972","2489","Creció / Decreció","1826414.02459","38.11045","0.00307","0.35583","0.91118","0","0.42934","0.49387","0.51185","","s.d.","s.d.","0.09239"
"841780","Industrial furnaces, nes","Los demas hornos industriales o de laboratorio, que no sean electrico,","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.73728","1220","Creció / Decreció","6495596.21038","0.00000","0.00000","-0.28992","1.63407","0","0.19760","0.53756","0.83268","","0","0","0.11166"
"841790","Industrial furnace, parts","Partes de hornos industriales o de laboratorio que no sean electricos.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.72958","1235","Decreció / Decreció","11363851.46721","0.00000","0.00000","-0.17549","1.55434","0","0.26098","0.56571","0.82920","","0","0","0.11166"
"841810","Refrigerator with freezer, two-door","Combinaciones de refrigerador y congelador-conservador con puertas ext","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.33138","1899","Creció mucho / Creció mucho","93272075.09290","0.00000","0.00000","-0.23700","0.24605","0","-0.08355","0.01733","0.12247","","3","4","0.13563"
"841821","Refrigerators, household compression","Refrigeradores de uso domestico de compresion","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","-0.03572","2506","Decreció mucho / Decreció mucho","22806826.72678","1.95697","0.00002","-0.28056","0.56178","0","-0.08761","0.05099","0.15970","","3","4","0.13563"
"841829","Refrigerators, household, nes","Los demas refrigeradores domesticos.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","-0.17298","2723","Decreció / Decreció","3885953.27596","0.11963","0.00001","0.52059","0.49949","0","0.44701","0.40917","0.33770","","3","4","0.13563"
"841830","Chest freezers, < 800 L","Congeladores-conservadores horizontales del tipo arca, de capacidad in","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","-0.34438","2976","Decreció / Decreció","10048638.36339","0.00000","0.00000","-0.19626","0.18354","0","-0.13511","-0.08555","-0.06238","","3","4","0.13563"
"841840","Upright freezers, < 900 L","Congeladores-conservadores verticales tipo armario, capacidad inferior","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.84236","1041","Creció / Creció","8547007.27049","0.00000","0.00000","-0.52086","1.53226","0","0.02609","0.40222","0.74385","","3","4","0.13563"
"841850","Refrigerator cabinets","Los demas armarios, arcas, vitrinas y muebles similares para la produc","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.30286","1941","Creció mucho / Creció","23968026.41257","3.91957","0.00003","0.35273","0.80902","0","0.43900","0.50495","0.54559","","68","4","0.18814"
"841861","Compression refrigeration equipment","Grupos frigorificos de compresion en que condensador constituido por u","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.05336","729","Creció mucho / Creció","13505048.13388","0.00000","0.00000","-0.78053","0.79632","0","-0.28177","0.04645","0.38752","","68","4","0.18814"
"841869","Freezing equipment, nes","Los demas materiales, maquinas y aparatos para la produccion de frio","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.76269","1173","Creció mucho / Creció mucho","45873895.95082","2062.34253","0.00912","-0.01830","1.00158","0","0.26378","0.45581","0.63589","","68","4","0.18814"
"841891","Furniture for freezing equipment","Muebles proyectados para incorporarles un equipo de produccion de frio","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","-0.07296","2557","Creció / Decreció","-1089478.43169","0.00000","0.00000","1.07072","0.84515","0","0.91124","0.82022","0.68329","","68","4","0.18814"
"841899","Freezing equipment, parts","Las demas maquinas y aparatos para la produccion de frio, partes y pie","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.51257","1607","Decreció / Decreció mucho","23258400.91803","2.38799","0.00001","0.14277","1.44399","0","0.43999","0.65366","0.82077","","68","4","0.18814"
"841911","Instant gas water heaters","Calentadores instantaneos a gas, de uso domestico","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","-0.01697","2483","Creció mucho / Creció","7934907.82514","0.00000","0.00000","-0.26069","-0.64073","0","-0.31232","-0.35714","-0.37078","","3","4","0.13563"
"841919","Water heaters, no electric, nes","Los demas calentadores de agua, de calentamiento instantaneo o acumula","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.73056","1232","Decreció / Decreció","9539981.24317","0.00000","0.00000","-0.14142","1.12235","0","0.19853","0.43170","0.64527","","3","4","0.13563"
"841920","Medical sterilizers","Esterilizadores medico-quirurgicos o de laboratorio.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.19303","552","Creció / Se mantuvo","6320864.72951","0.00000","0.00000","-0.13125","1.67471","0","0.36237","0.69948","1.01250","","s.d.","s.d.","0.19696"
"841931","Dryers for agriculture","Secadores, para productos agricolas.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.44835","1701","Decreció / Decreció","-1150734.83607","0.00000","0.00000","0.58978","1.08454","1","0.67459","0.74173","0.77707","Recuperación de posiciones","s.d.","s.d.","0.09239"
"841932","Dryers for wood, paper","Secadores, para la madera, pasta para papel, papel o carton","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.00856","795","Creció / Se mantuvo","2742246.79508","0.00000","0.00000","-0.62354","1.62416","0","-0.01079","0.40797","0.79595","","s.d.","s.d.","0.11542"
"841939","Non-domestic, non-electric dryer","Los demas secadoras","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.05862","720","Creció mucho / Creció","8059798.02732","4099.00409","0.08145","-0.59740","1.85434","0","0.05855","0.50911","0.91989","","s.d.","s.d.","0.11542"
"841940","Distilling plant","Aparatos de destilacion o de rectificacion.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.12365","627","Creció mucho / Creció mucho","10085807.78415","0.00000","0.00000","-1.44812","0.43770","0","-0.81378","-0.40231","0.04345","","68","4","0.18814"
"841950","Heat exchange units, non-domestic","Intercambiadores de calor.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.38943","323","Creció mucho / Decreció","55613626.00546","2387.01234","0.00915","-0.65537","1.81939","0","0.04406","0.51751","0.96947","","68","4","0.18814"
"841960","Machinery for liquefying gases","Aparatos y dispositivos para licuefaccion de aire o de gases.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","-0.01157","2471","Decreció mucho / Decreció mucho","-9611181.53279","0.00000","0.00000","0.06817","0.58035","0","0.16263","0.23547","0.27872","","68","4","0.18814"
"841981","Commercial equipment, heating food","Aparatos y dispositivos para preparacion bebidas calientes o para la c","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.04729","740","Creció mucho / Creció mucho","31088210.58470","4.33702","0.00003","-0.12698","1.20544","0","0.25693","0.51551","0.76618","","s.d.","s.d.","0.09239"
"841989","Machinery for temperature change","Los demas aparatos y dispositivos para la preparacion de bebidas","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.26953","458","Creció mucho / Creció","22210187.36612","689.04278","0.00337","-1.02805","1.09681","0","-0.37332","0.06029","0.50253","","68","4","0.18814"
"841990","Industrial heating/cooling, parts","Los demas aparatos y dispositivos para licuefaccion de aire o gases","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.03049","763","Decreció mucho / Decreció mucho","34191386.57924","407.02456","0.00259","-0.42700","1.78025","0","0.16020","0.56416","0.93064","","68","4","0.18814"
"842010","Rolling machines","Calandrias y laminadores, excepto los de metales o de vidrios.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.41936","303","Creció / Creció","3203673.99727","750.08854","0.03978","-1.27588","0.91571","0","-0.56804","-0.10454","0.38415","","68","4","0.18814"
"842091","Rolling machine cylinders","Cilindros para calandrias y laminadores","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.76451","1169","Decreció / Decreció","2007794.41530","0.00000","0.00000","-1.16548","0.04239","0","-0.73091","-0.45323","-0.13944","","68","4","0.18814"
"842099","Rolling machine parts, nes","Las demas partes de calandrias y laminadores, excepto cilindros.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.48979","248","Creció / Creció","853159.14208","0.00000","0.00000","-1.09082","1.33209","0","-0.34817","0.14429","0.64464","","68","4","0.18814"
"842111","Cream separators","Desnatadores","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.42286","1740","Creció / Se mantuvo","501771.89891","0.00000","0.00000","-0.22776","0.76012","0","0.03488","0.21559","0.37944","","s.d.","s.d.","0.09239"
"842112","Clothes dryer, centrifugal","Secadores de ropa, centrifugas.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.36550","1835","Decreció / Decreció","-1230907.22404","0.00000","0.00000","0.68864","1.32747","0","0.78409","0.86376","0.89533","","s.d.","s.d.","0.11542"
"842119","Centrifuges, nes","Las demas centrifugadoras y secadoras centrifugas.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.24260","483","Decreció / Decreció","8985895.74590","991.97043","0.01919","-1.22320","0.59588","0","-0.61280","-0.21665","0.21184","","68","4","0.18814"
"842121","Water filtering machines","Aparatos para filtrar o depurar liquidos","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.01568","783","Creció mucho / Creció mucho","38921357.82787","8.51462","0.00004","0.04951","1.71879","0","0.47998","0.77868","1.04223","Apuestas ambiciosas","68","4","0.18814"
"842122","Filter machines, beverages","Aparatos para filtrar o depurar las demas bebidas","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.30886","407","Decreció / Decreció","2323062.03005","0.00000","0.00000","-0.54434","1.02386","0","-0.04538","0.28251","0.62465","","68","4","0.18814"
"842123","Oil filters for engines","Aparatos para filtrar el aceite en los motores de encendido por chispa","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.63074","1395","Creció mucho / Creció","31307980.24317","305.77071","0.00187","0.01574","1.49687","0","0.37347","0.62639","0.83600","","68","4","0.18814"
"842129","Filter machine, liquids, nes","Los demas aparatos para filtrar el aceite de los motores de embolo","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.61053","156","Creció mucho / Creció","49666359.11475","16850.98244","0.07358","-0.59867","1.02613","0","-0.05279","0.30139","0.68479","","68","4","0.18814"
"842131","Air filters for engines","Filtros de entrada de aire para motores de encendido por chispa o por","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.74485","1210","Creció mucho / Creció","13681551.80055","144.19062","0.00194","0.00921","1.05296","0","0.29152","0.48487","0.66281","","68","4","0.18814"
"842139","Filtering machinery, gases, nes","Los demas aparatos para filtrar o depurar gases.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.91423","930","Creció mucho / Creció mucho","121488038.72951","7169.99309","0.01199","-0.12850","0.61868","0","0.12521","0.28942","0.46842","","68","4","0.18814"
"842191","Centrifuge parts, nes","Partes de centrifugadoras y de secadoras centrifugas.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.25423","470","Creció / Creció","5337882.64208","19.48563","0.00078","-0.30941","0.81712","0","0.07226","0.31942","0.58844","","68","4","0.18814"
"842199","Filter machine, parts","Depuradores de liquidos, partes y piezas","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.11796","639","Creció mucho / Creció mucho","66056508.28415","952.75655","0.00268","-0.37913","1.45229","0","0.13686","0.48643","0.81928","","68","4","0.18814"
"842211","Dish washing machines, domestic","Lavavajillas domesticos.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.95846","873","Creció mucho / Creció","31488690.70219","0.00000","0.00000","-0.63678","1.66681","0","-0.01654","0.40876","0.79864","","3","4","0.13563"
"842219","Dish washing machines commercial","Los demas lavavajillas, excepto domesticos.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.89840","956","Creció / Creció","6141097.02732","0.00000","0.00000","-0.03384","0.48355","0","0.16286","0.28708","0.43205","","68","4","0.18814"
"842220","Machinery for cleaning/drying bottles/containers","Maquinas y aparatos para limpiar o secar botellas y demas recipientes","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.27674","450","Creció / Creció","2656304.58197","0.00000","0.00000","-0.67127","1.43600","0","-0.05502","0.35847","0.76400","","68","4","0.18814"
"842230","Machinery to fill, close, aerate bottle/container","Maquinas y aparatos para llenar, cerrar, capsular o etiquetar botellas","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.33340","381","Creció mucho / Creció mucho","33421459.19672","6156.10334","0.02767","-1.33178","0.34917","0","-0.72907","-0.34367","0.09094","","68","4","0.18814"
"842240","Packing or wrapping machinery nes","Maquinas para empaquetar o embalar mercancias","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.80220","1110","Creció mucho / Creció","43243496.45082","2898.54023","0.01244","-0.23795","0.60251","0","0.03415","0.21223","0.40029","","68","4","0.18814"
"842290","Parts of washing, filling, closing machinery","Partes de maquinas y aparatos para limpiar, secar, llenar o cerrar bot","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.94272","896","Creció mucho / Creció","33614561.99454","2434.19869","0.01426","-0.50886","1.50044","0","0.03816","0.41214","0.75822","","68","4","0.18814"
"842310","Personal weighing machines, scales","Aparatos e instrumentos para pesar personas, incluso bebes; balanzas d","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.57976","1483","Creció / Creció","5344811.86066","2.59114","0.00011","-1.65506","-1.39305","0","-1.37918","-1.22813","-0.97845","","68","4","0.18814"
"842320","Scales for cont weighing of goods on conveyors","Basculas de pesada continua sobre transportadores.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.70889","1263","Creció / Se mantuvo","858524.24863","0.00000","0.00000","0.00668","1.39457","0","0.35448","0.59777","0.80678","","68","4","0.18814"
"842330","Constant weight scales","Basculas de pesada constante; basculas y balanzas ensacadoras o dosifi","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.49488","244","Creció / Creció","1413618.81148","24.55686","0.00153","-1.00429","0.68235","0","-0.41705","-0.03909","0.37949","","68","4","0.18814"
"842381","Weighing machinery cap <30kg","Los demas aparatos e instrumentos para pesar, con capacidad inferior o","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.25373","2024","Creció / Decreció","4426013.14481","0.33143","0.00002","-0.73271","0.49620","0","-0.38829","-0.15463","0.06691","","68","4","0.18814"
"842382","Weighing machinery, cap 30-5000kg","Aparatos e instrumentos para pesar, con capacidad superior a 30 kg. pe","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.96756","858","Creció / Creció","3877729.19399","0.38977","0.00002","-0.89260","0.37358","0","-0.45335","-0.17041","0.14222","","68","4","0.18814"
"842389","Weighing machinery, nes","Balanzas de funciones multiples","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","-0.09555","2587","Decreció / Decreció","783697.68579","2.51643","0.00041","0.64689","0.96125","0","0.63552","0.64555","0.60274","","68","4","0.18814"
"842390","Weighing machine parts","Pesas para todas clase de balanzas; partes de aparatos o instrumentos","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.85198","1019","Decreció / Decreció","5027062.84153","0.74054","0.00003","-0.97871","1.15821","0","-0.36825","0.04382","0.44058","","68","4","0.18814"
"842410","Fire extinguishers","Extintores, incluso cargados.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.86146","1002","Creció / Decreció","9076795.10109","0.47946","0.00001","-0.38185","1.10294","0","0.03944","0.32433","0.59714","","68","4","0.18814"
"842420","Spray guns","Pistolas aerograficas y aparatos similares.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.48500","253","Creció / Creció","11266162.22131","5.60595","0.00012","-1.10316","1.36600","0","-0.35051","0.14927","0.65500","","68","4","0.18814"
"842430","Steam/sand blasting machines","Maquinas y aparatos de chorro de arena, de chorro de vapor y aparatos","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.34827","363","Creció / Decreció","16034964.38251","54.76109","0.00071","-1.30784","0.91122","0","-0.59842","-0.13275","0.35477","","68","4","0.18814"
"842481","Agricultural sprays & powder dispersers","Los demas aparatos para la agricultura o la horticultura","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","-0.15085","2682","Decreció / Decreció","15414813.28689","33.26316","0.00044","0.77528","0.86677","0","0.70096","0.66838","0.58492","","s.d.","s.d.","0.08734"
"842489","Sprays/powder dispersing machines, non-agr","Los demas aparatos para dispersar o pulverizar materias liquidas o en","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.71142","104","Creció mucho / Creció mucho","25273381.21585","38.53703","0.00030","-1.40659","1.57288","0","-0.49889","0.10393","0.71368","","68","4","0.18814"
"842490","Parts for sprays","Partes de aparatos mecanicos para proyectar, dispersar o pulverizar ma","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.03165","758","Creció mucho / Decreció","-1946604.86066","50.29994","0.00038","-0.23668","1.53518","0","0.24452","0.57372","0.87774","","68","4","0.18814"
"842511","Electric hoists","Polipastos con motor electrico.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.28099","445","Creció / Decreció","6360729.71311","130.88714","0.00500","-0.60285","1.40856","0","-0.01218","0.38372","0.77325","","s.d.","s.d.","0.11901"
"842519","Pulley tackle/hoists","Los demas polipastos.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.20197","2131","Decreció / Decreció","2939577.77322","6251.51226","0.45845","0.18229","0.66480","0","0.28076","0.35412","0.40434","","s.d.","s.d.","0.11901"
"842531","Winches or capstans, electric motor","Los demas tornos con motor electrico; cabrestantes con motor electrico","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.96081","870","Decreció mucho / Decreció mucho","6595177.81148","0.00000","0.00000","-0.53735","1.11503","0","-0.05706","0.26571","0.58076","","s.d.","s.d.","0.11901"
"842539","Winches or capstans nes","Hilador y ordenador de red","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.23479","2059","Decreció mucho / Decreció","4309449.37158","956.35870","0.04196","0.52226","0.37453","0","0.46396","0.42743","0.38391","","s.d.","s.d.","0.11901"
"842541","Built-in jacking systems for garages","Elevadores fijos para vehiculos, del tipo utilizado o garages, gatos.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.21995","513","Creció / Creció","3163487.01366","0.00000","0.00000","-1.34612","0.49264","0","-0.72176","-0.31764","0.12284","","s.d.","s.d.","0.11901"
"842542","Hydraulic jacks/hoists, not garages","Los demas gatos hidraulicos.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.61019","1436","Creció / Creció","10565954.48087","4590.63166","0.09606","-0.92335","0.13170","0","-0.55899","-0.32405","-0.06519","","s.d.","s.d.","0.11901"
"842549","Jacks & hoists, not hydr/garage","Los demas gatos.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.92815","905","Decreció / Decreció","2925945.32240","23.82234","0.00089","-0.65235","1.31930","0","-0.09997","0.27480","0.63002","","s.d.","s.d.","0.11901"
"842611","Gantry/overhead travelling cranes, fixed support","Puentes rodantes, con soporte fijo.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","-0.13223","2651","Decreció mucho / Decreció","4506442.20219","31.54275","0.00151","0.20543","0.84835","0","0.30025","0.37980","0.41033","","s.d.","s.d.","0.11901"
"842612","Mobile lifting frames on tyres, straddle carriers","Porticos moviles sobre neumaticos y carretillas puente.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.03222","2408","Decreció / Decreció","4478027.17213","0.00000","0.00000","-0.99196","0.00654","0","-0.68984","-0.48886","-0.28659","","s.d.","s.d.","0.11901"
"842619","Transporter or bridge cranes","Los demas puentes rodantes y gruas de portico.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","-0.63785","3374","Decreció mucho / Decreció mucho","15917050.87978","112.85905","0.00152","-0.82464","-1.55406","0","-0.95184","-1.05192","-1.10618","","s.d.","s.d.","0.11901"
"842620","Tower cranes","Gruas de torre.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","-0.99049","3809","Decreció / Decreció","10975253.26230","0.00000","0.00000","-0.23827","0.13411","0","-0.23902","-0.22077","-0.25875","","s.d.","s.d.","0.11901"
"842630","Portal/pedestal jib cranes","Gruas sobre porticos.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.11860","2280","Decreció mucho / Decreció mucho","3877662.84426","0.00000","0.00000","0.02490","0.57766","0","0.14482","0.23242","0.29707","","s.d.","s.d.","0.11901"
"842641","Cranes & lifting frames, self-propelled, on tyres","Maquinas y aparatos, autopropulsados sobre neumaticos","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.23247","2068","Decreció mucho / Decreció mucho","10419257.66120","0.00000","0.00000","-0.78749","0.44942","0","-0.43811","-0.20158","0.02411","","s.d.","s.d.","0.11901"
"842649","Cranes & lifting frames, self-propelled, non-tyres","Las demas maquinas y aparatos autopropulsados, excepto sobre neumatico","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","-1.13769","3972","Decreció mucho / Decreció mucho","10569101.46175","19198.47949","0.35105","1.33661","-0.79054","0","0.66375","0.22096","-0.23918","","s.d.","s.d.","0.11901"
"842691","Cranes for mounting on road vehicles","Las demas maquinas y aparatos proyectados para montar vehiculo de carr","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.04690","741","Creció mucho / Creció","10498335.93989","0.00000","0.00000","-0.38569","0.46582","0","-0.07213","0.12723","0.35564","","s.d.","s.d.","0.11901"
"842699","Cranes or derricks nes","Las demas maquinas y aparatos de descarga y de manipulacion","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.01125","2439","Decreció / Decreció","3561404.80328","488.91667","0.02735","0.29257","0.49077","0","0.30408","0.31974","0.31143","","s.d.","s.d.","0.11901"
"842710","Self-propelled works trucks, electric","Carretillas autopropulsadas con motor electrico.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.75139","96","Creció mucho / Creció mucho","51347736.23224","372.78109","0.00169","-0.79098","0.34975","0","-0.30860","-0.01037","0.35794","","s.d.","s.d.","0.11901"
"842720","Self-propelled works trucks, non-electric","Las demas carretillas autopropulsadas.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.58658","174","Creció mucho / Creció mucho","70080635.79508","3270.37567","0.01361","-0.70780","2.06760","0","0.07672","0.60775","1.11472","Apuestas ambiciosas","s.d.","s.d.","0.11901"
"842790","Trucks with lifters/handlers, non-powered","Las demas carretillas, excepto autopropulsadas","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","-0.48729","3174","Creció / Creció","5555393.27869","120.42771","0.00435","-0.09997","-0.11602","0","-0.14192","-0.16369","-0.20402","","s.d.","s.d.","0.11901"
"842810","Lifts & skip hoists","Ascensores y montacargas.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.68130","1311","Creció mucho / Creció","37939200.18579","0.00000","0.00000","-0.22708","1.50971","0","0.21112","0.51706","0.78157","","s.d.","s.d.","0.11901"
"842820","Pneumatic elevators & conveyors","Aparatos elevadores o transportadores neumaticos","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.52509","1585","Se mantuvo / Decreció","4878224.43169","0.00000","0.00000","0.13830","1.56865","0","0.46305","0.69694","0.87866","","s.d.","s.d.","0.11901"
"842831","Mine conveyors/elevators, continuous action","Los demas aparatos elevadores y transportadores, pyoyectados para el i","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.70739","1264","Decreció / Decreció","732620.10656","0.00000","0.00000","-0.11031","0.17289","0","0.02810","0.11146","0.22155","","s.d.","s.d.","0.08398"
